index,Regulator,Target,Sign,Model,Classification,Confidence rank,Constraint,Notes
1443,PIP3,HRAS,positive,T47D,indirect,2,,causal effect likely mediated by PIP3-responsive Ras regulatory complex/GEF
1444,SOS1,HRAS,positive,T47D,direct,1,regulates,"protein-protein interaction. SOS1 directly binds HRAS and acts as a guanine-nucleotide exchange factor (GEF), promoting release of GDP so that GTP can bind. This converts RAS into its active GTP-bound state."
1445,ESR1,HSP90AA1,positive,T47D,correlation,3,,"In human breast tumors high HSP90 expression is associated with high estrogen-receptor expression. HSP90 chaperones ERα/ESR1, helping maintain the receptor in a ligand-responsive conformation."
1446,PDK1_pm,HSP90AA1,negative,T47D,unsupported,-,,"HSP90 physically associates with PDK1 through the PDK1 kinase domain, but this binding affects PDK1, not HSP90."
1447,ESR1,IGF1R,positive,T47D,indirect,2,,"ERα binds regulatory regions of the IGF1R gene, often together with other transcription factors/cofactors. Estrogen/ER signaling increases IGF1R expression in ER-positive breast-cancer cells. Because there is a separate node denoting ER transcription regulatory activity, this edge is categorized indirect."
1448,FOXO3,IGF1R,positive,T47D,indirect,2,,"causal effect. Activated FOXO3 increases IGF1R mRNA and protein expression, and FOXO knockdown decreases IGF1R expression. The exact mechanism is not known."
1449,IGF1,IGF1R,positive,T47D,direct,1,regulates,ligand-receptor binding. 
1450,NOS3,IL1B,positive,T47D,unsupported,-,,This edge is not supported by evidence; instead an indirect negative effect has more support.
1451,RELA,IL1B,positive,T47D,replaced,,,Activated RELA/p65-containing NF-κB complexes bind the IL1B promoter/regulatory regions and activate IL1B transcription.  We replace this edge with an NFKB->IL1B edge to follow the general principle of attributing interactions of a subunit of a protein complex to the complex.
1452,IL1B,IL6,positive,T47D,indirect,2,,"causal effect mediated by IRAK, NFKB"
1453,IL6,IL6,positive,T47D,indirect,2,,"There is an indirect positive feedback loop mediated by IL6R, STAT3."
1454,IL6,IL6R,positive,T47D,direct,1,necessary,ligand-receptor binding
1455,STAT3,IL6R,positive,T47D,direct,1,regulates,"regulation of transcription. STAT3 binds to an AGG element in the IL6R promoter, and promotes IL6 transcription."
1456,STAT5,IL8,positive,T47D,direct,1,regulates,"regulation of transcription. STAT5, espectially STAT5B binds to CXCL8/IL8 regulatory DNA and promotes IL8 transcription."
1457,FOXO3,INSR,positive,T47D,indirect,2,,"causal effect. In BT474 cells, AKT inhibition, which is known to upregulate FOXO3, caused increased expression of several RTKs, including INSR."
1458,INS,INSR,positive,T47D,direct,1,regulates,ligand-receptor binding
1459,IGF1R,IRS1,positive,T47D,direct,1,regulates,"phosphorylation. Activated IGF1R physically recruits IRS1 and directly phosphorylates it on tyrosine residues, generating docking sites for SH2-domain-containing signaling proteins."
1460,INSR,IRS1,positive,T47D,direct,1,regulates,phosphorylation. Activated INSR recruits IRS1 and phosphorylates IRS1 on multiple tyrosine residues. Those phosphotyrosines then serve as docking sites for downstream signaling proteins.
1461,S6K,IRS1,negative,T47D,direct,1,regulates,"phosphorylation. S6K1 directly phosphorylates IRS1 on serine residues, which decreases IRS1 signaling competence"
1462,mTORC1,EIF4EBP1,negative,T47D,direct,1,regulates,"phosphorylation. mTORC1 directly phosphorylates 4E-BP1/EIF4EBP1 at multiple sites. This causes 4E-BP1 to lose affinity for eIF4E, thereby disabling its translational-repressor function."
1463,ABL1,JAK2,positive,T47D,direct,1,regulates,phosphorylation. c-Abl/ABL1 directly interacts with JAK2 and promotes its yrosine phosphorylation and activation
1464,IL6R,JAK2,positive,T47D,direct,1,regulates,protein-protein interaction. JAK2 is physically associated with the GP130 subunit of the receptor complex; receptor activation directly causes JAK activation.
1465,IL8,JAK2,positive,T47D,unsupported,-,,"IL-8 (CXCL8) signals through the GPCRs CXCR1 and CXCR2, not through a JAK-associated cytokine receptor."
1466,IRS1,JAK2,positive,T47D,assumption,4,,There is a JAK2->IRS1 relationship but no evidence to support this edge.
1467,ERK,JUN,positive,T47D,indirect,2,,"causal effect on JUN stability mediated by GSK3B, there also is an indirect effect on JUN transcription."
1468,MAPK8,JUN,positive,T47D,direct,1,regulates,"phosphorylation. MAPK8/JNK1 directly phosphorylates JUN in its N-terminal transactivation domain, which increases JUN transcriptional activity and AP-1 function."
1469,PPARG,JUN,positive,T47D,unsupported,-,,Activated PPARγ can suppress JUN (AP-1)-dependent transcription through protein–protein/cofactor mechanisms. There is no evidence of a positive functional effect.
1470,RELA,JUN,positive,T47D,unsupported,-,,This edge is contradicted by causal evidence that inhibition of endogenous NF-κB increased c-JUN synthesis.
1471,AKT,KMT2D,negative,T47D,direct,1,regulates,phosphorylation. AKT phosphorylates KMT2D at Ser1331; this reduces KMT2D chromatin recruitment/function and consequently suppresses KMT2D-dependent ER transcriptional activity.
1472,PAX7,KMT2D,positive,T47D,unsupported,-,,"This edge is not supported by functional evidence. PAX7 binds KMT2D and recruits it to PAX target loci. This is a PAX-specific effect and not a functional activation of KMT2S. In particular, it does not influence KMT2D's participation in ESR1 transcriptional activity. "
1473,EGFR,KRT14,positive,T47D,indirect,2,,causal effect mediated by the MAPK pathway and JUN
1474,PAK2,KRT14,positive,T47D,assumption,4,,This edge is not supported by mechanistic or causal evidence. PAK2's established regulation of other intermediate-filament proteins makes the interaction mechanistically conceivable.
1475,LCK,LATS1,positive,T47D,unsupported,-,,This edge is contradicted by the evidence of a lack of direct or indirect effect of LCK on LATS1. 
1476,NF2,LATS1,positive,T47D,direct,1,regulates,"protein-protein interaction. Merlin (NF2) directly binds LATS1/2 through its FERM domain and recruits LATS to the plasma membrane, where it is phosphorylated by the MST1/2–SAV1 complex, then autophosphorylates and reaches full activity."
1477,AKT,LCK,negative,T47D,unsupported,-,,"As  the opposite direction and sign, LCK -> AKT, is supported., and there is no support for a negative feedback effect, this edge is unsupported."
1478,ERK,LCK,positive,T47D,unsupported,-,,"ERK phosphorylate LCK at Ser59, but the literature describes this phosphorylation as inhibitory/modulatory, not activating."
1479,RAC1,MAPK8,positive,T47D,indirect,2,,"causal effect; constitutively active RAC1 strongly activates JNK (MAPK8), whereas dominant-negative RAC1 blocks JNK activation induced by upstream stimuli."
1480,RND1,MAPK8,positive,T47D,unsupported,-,,"There is no mechanistic or causal evidence of a positive effect. On the contrary, the well-established signaling effect of RND1 is suppression of Ras–MAPK signaling."
1481,ERK,MCL1,positive,T47D,direct,1,regulates,"phosphorylation. ERK1/2 phosphorylates MCL1, which stabilizes MCL1 and increases its anti-apoptotic activity. ERK1/2 also has indirect effects on MCL1 transcription and translation."
1482,GSK3B,MCL1,negative,T47D,direct in the network sense,1,regulates,"phosphorylation. GSK3B phosphorylates MCL1. This creates/promotes a phosphodegron that is recognized by ubiquitin ligases, leading to MCL1 ubiquitination and proteasomal degradation."
1483,AKT,MDM2,positive,T47D,direct,1,regulates,"phosphorylation. AKT phosphorylates MDM2, particularly at Ser166 and Ser186. This phosphorylation promotes MDM2 nuclear localization and its effect on p53."
1484,p53,MDM2,positive,T47D,direct,1,regulates,regulation of transcription. p53 binds response elements associated with the inducible P2 promoter of MDM2 and increases MDM2 transcription.
1485,RAF1,MEK,positive,T47D,direct,1,necessary,phosphorylation. RAF1 (c-RAF) directly phosphorylates MEK1/2 (MAP2K1/2) on their activating serine residues. This activates MEK kinase activity.
1486,IGF1,mTORC1,positive,T47D,indirect,2,,"causal effect mediated by IGFR, PI3K, AKT"
1487,NRG1,mTORC1,positive,T47D,indirect,2,,"causal effect mediated by PI3K, AKT"
1488,PIM,mTORC1,positive,T47D,indirect,2,,causal effect mediated by PRAS40
1489,RHEB,mTORC1,positive,T47D,direct,1,regulates,"protein-protein interaction. RHEB directly binds mTORC1, and allosterically activates the mTOR kinase."
1490,PIP3,mTORC2_pm,positive,T47D,direct,1,necessary,"protein-protein interaction. The SIN1/MAPKAP1 subunit of mTORC2 contains a PH domain that directly binds PIP3, recruiting mTORC2 to the plasma membrane and allowing it to phosphorylate substrates such as AKT. "
1491,S6K,mTORC2_pm,negative,T47D,indirect,2,,causal effect: active S6K reduces upstream PI3K signaling and thereby can reduce the plasma membrane-associated mTORC2 
1492,CTNNB1,MYC,positive,T47D,direct,1,regulates,"regulation of transcription. In canonical Wnt signaling, nuclear β-catenin forms a transcriptional complex with TCF/LEF factors, and this complex directly regulates MYC transcription through TCF-binding regulatory elements."
1493,EIF4,MYC,positive,T47D,indirect,2,,causal effect mediated by the node Translation
1494,ERK,MYC,positive,T47D,direct,1,regulates,"phosphorylation. ERK1/2 phosphorylates MYC, which increases MYC protein stability and can enhance its transcriptional activity."
1495,ESR1,MYC,positive,T47D,indirect,2,,"ERα occupies regulatory elements associated with the MYC locus and induces MYC transcription. Because there is a separate node ER_transcription, which activates MYC, this edge is classified as indirect."
1496,FOXO3,MYC,positive,T47D,unsupported,-,,"This edge is contradicted by multiple known indirect negative effects of FOXO3 on MYC, and by perturbation evidence that FOXO3 loss increases MYC target expression."
1497,GSK3B,MYC,negative,T47D,direct,1,regulates,"phosphorylation. GSK3B directly phosphorylates MYC; phosphorylated Thr58 is recognized through the FBXW7 ubiquitin-ligase pathway, leading to ubiquitination and proteasomal degradation of MYC."
1498,IGF1,MYC,positive,T47D,indirect,2,,causal effect mediated by multiple mechanisms that increase MYC abundance or activity
1499,JAK2,MYC,positive,T47D,indirect,2,,causal effect mediated by STAT3 or STAT5
1500,KMT2D,MYC,positive,T47D,indirect,2,,"causal effect mediated by ESR1, ER_transcription"
1501,NRG1,MYC,positive,T47D,indirect,2,,causal effect mediated by HER2/HER3 and the MAPK pathway
1502,PIM,MYC,positive,T47D,direct,1,regulates,"phosphorylation. PIM kinases, especially PIM1, phosphorylate MYC, which increases MYC protein stability and transcriptional activity."
1503,STAT3,MYC,positive,T47D,direct,1,regulates,regulation of transcription. STAT3 binds a regulatory region of the MYC promoter overlapping an E2F site and promotes MYC transcription.
1504,HES1,MYOD1,negative,T47D,direct,1,regulates,regulation of transcription. HES1 binds to regulatory sequences associated with the MYOD1 promoter and directly represses MYOD1 transcription.
1505,NF2,MYOD1,negative,T47D,assumption,4,,This edge is not supported by mechanistic or causal evidence.
1506,HEY1,MYOG,negative,T47D,direct,1,regulates,"regulation of transcription. HEY1 is a bHLH transcriptional repressor induced by Notch signaling, and suppresses MYOG/myogenin expression."
1507,MYOD1,MYOG,positive,T47D,direct,1,regulates,regulation of transcription. MYOD1 is a bHLH transcription factor that directly activates MYOG transcription.
1508,NOTCH1,NICD,positive,T47D,direct,1,necessary,NICD is a proteolytic product of activated NOTCH1.
1509,SGK1,NEDD4L,negative,T47D,direct,1,regulates,phosphorylation. SGK1 phosphorylates NEDD4L; this promotes binding to 14-3-3 proteins and inhibits NEDD4L's ability to interact with and ubiquitinate its substrates.
1510,TWIST1,NF1,negative,T47D,assumption,4,,"There is no mechanistic or causal evidence for this edge. There is evidence in the opposite direction, with NF1 loss promoting TWIST1."
1511,NEDD4L,NF2,positive,T47D,direct in the network sense,1,regulates,"AMOTL1 acts as a scaffold that brings NEDD4L to Merlin. NEDD4L ubiquitinates NF2/merlin, which promotes Merlin's interaction with LATS1."
1512,NOTCH1,NFKB,positive,T47D,indirect,2,,"causal effect mediated by NICD, IKB"
1513,AKT,NOS3,positive,T47D,direct,1,regulates,phosphorylation. AKT phosphorylates NOS3/eNOS; this increases eNOS enzymatic activity.
1514,HSP90AA1,NOS3,positive,T47D,direct,1,regulates,"protein-protein interaction. HSP90 directly associates with NOS3/eNOS, and that binding increases eNOS enzymatic activity"
1515,CTNNB1,NOTCH1,positive,T47D,indirect,2,,causal effect. Stabilized β-catenin can increase NOTCH1 expression and Notch signaling in several cellular contexts.
1516,DLL,NOTCH1,positive,T47D,direct,1,necessary,ligand-receptor binding
1517,LCK,NOTCH1,positive,T47D,assumption,4,,"LCK binds NOTCH1 and they co-occur in a NOTCH1, LCK, and PI3K complex. LCK is required for NOTCH1 mediated activation of AKT, but there is no evidence of LCK1 regulating NOTCH1."
1518,AKT,p21,negative,T47D,direct,1,regulates,"phosphorylation. AKT phosphorylates p21 (CDKN1A), which causes p21 to be retained/relocalized to the cytoplasm, reducing its nuclear inhibition of cyclin–CDK complexes."
1519,ERK,p21,negative,T47D,indirect,2,,"causal effect, mediated by MYC and possibly alternative mediators as well"
1520,MYC,p21,negative,T47D,indirect,2,,"causal effect. MYC interacts with transcription factors already associated with the CDKN1A (p21) promoter, particularly MIZ1 (ZBTB17), represssing CDKN1A transcription. As there is a separate p21_T node, this effect on the protein level is indirect."
1521,MDM2,p53,negative,T47D,direct,1,regulates,"MDM2 binds the N-terminal transactivation domain of p53, suppressing p53's transcriptional activity. MDM2 is also an E3 ubiquitin ligase for p53, promoting its ubiquitination, nuclear export, and proteasomal degradation."
